date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:25:17	11776517/11776517	---M--	200	added ('OK')	application/pdf	etag:%2266fb815a-b3b205%22	./uploads/HSNL-LOC-THIEN%20PHAT(XEM).pdf	D:/DienLanh/DIENLANH/sanpham/uploads/HSNL-LOC-THIEN%20PHAT(XEM).pdf	(from ./)
14:25:18	192450/192450	---M--	200	added ('OK')	image/jpeg	etag:%225fe0c331-2efc2%22	./uploads/weblink/2-banner-index-ltp-2.jpg	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/2-banner-index-ltp-2.jpg	(from ./)
14:25:18	148315/148315	---M--	200	added ('OK')	image/jpeg	etag:%22600682e2-2435b%22	./uploads/weblink/2-banner-index-5.jpg	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/2-banner-index-5.jpg	(from ./)
14:25:18	4523/4523	---M--	200	added ('OK')	image/png	etag:%225fe13559-11ab%22	./uploads/weblink/save-money.png	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/save-money.png	(from ./)
14:25:18	5103/5103	---M--	200	added ('OK')	image/png	etag:%225fe13573-13ef%22	./uploads/weblink/leadership.png	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/leadership.png	(from ./)
14:25:18	320678/320678	---M--	200	added ('OK')	image/png	etag:%225fdc4f32-4e4a6%22	./uploads/weblink/five.png	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/five.png	(from ./)
14:25:18	5510/5510	---M--	200	added ('OK')	image/png	etag:%225fe13595-1586%22	./uploads/weblink/technology.png	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/technology.png	(from ./)
14:25:18	248057/248057	---M--	200	added ('OK')	image/png	etag:%225fdc4f32-3c8f9%22	./uploads/weblink/image.png	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/image.png	(from ./)
14:25:19	5683/5683	---M--	200	added ('OK')	image/png	etag:%225fe135ae-1633%22	./uploads/weblink/technician.png	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/technician.png	(from ./)
14:25:19	4827/4827	---M--	200	added ('OK')	image/png	etag:%225fe135c3-12db%22	./uploads/weblink/electrician.png	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/electrician.png	(from ./)
14:25:20	102507/102507	---M--	200	added ('OK')	image/png	etag:%225fdb5b82-1906b%22	./uploads/service/category/dien-lanh-dan-dung.png	D:/DienLanh/DIENLANH/sanpham/uploads/service/category/dien-lanh-dan-dung.png	(from ./)
14:25:20	366619/366619	---M--	200	added ('OK')	image/png	etag:%225fdc4b8f-5981b%22	./uploads/page/about-2.png	D:/DienLanh/DIENLANH/sanpham/uploads/page/about-2.png	(from ./)
14:25:21	36775/36775	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:21%20GMT	./van-phong.html	D:/DienLanh/DIENLANH/sanpham/van-phong.html	(from ./)
14:25:21	36711/36711	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:21%20GMT	./khach-san.html	D:/DienLanh/DIENLANH/sanpham/khach-san.html	(from ./)
14:25:21	604589/604589	---M--	200	added ('OK')	image/png	etag:%225fdc4b8e-939ad%22	./uploads/page/about-1.png	D:/DienLanh/DIENLANH/sanpham/uploads/page/about-1.png	(from ./)
14:25:21	37009/37009	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:21%20GMT	./benh-vien.html	D:/DienLanh/DIENLANH/sanpham/benh-vien.html	(from ./)
14:25:22	207490/207490	---M--	200	added ('OK')	image/png	etag:%225fdb5b82-32a82%22	./uploads/service/category/dien-lanh-cong-nghiep.png	D:/DienLanh/DIENLANH/sanpham/uploads/service/category/dien-lanh-cong-nghiep.png	(from ./)
14:25:22	37314/37314	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:22%20GMT	./biet-thu-can-ho.html	D:/DienLanh/DIENLANH/sanpham/biet-thu-can-ho.html	(from ./)
14:25:22	37365/37365	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:22%20GMT	./sieu-thi-trung-tam-thuong-mai.html	D:/DienLanh/DIENLANH/sanpham/sieu-thi-trung-tam-thuong-mai.html	(from ./)
14:25:22	37098/37098	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:22%20GMT	./truong-hoc.html	D:/DienLanh/DIENLANH/sanpham/truong-hoc.html	(from ./)
14:25:23	36579/36579	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:23%20GMT	./phong-sach.html	D:/DienLanh/DIENLANH/sanpham/phong-sach.html	(from ./)
14:25:23	36301/36301	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:23%20GMT	./spa.html	D:/DienLanh/DIENLANH/sanpham/spa.html	(from ./)
14:25:23	92774/92774	---M--	200	added ('OK')	image/jpeg	etag:%225fdc8c74-16a66%22	./uploads/weblink/project-1.jpg	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/project-1.jpg	(from ./)
14:25:23	52634/52634	---M--	200	added ('OK')	image/jpeg	etag:%225fdc8c74-cd9a%22	./uploads/weblink/project-2.jpg	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/project-2.jpg	(from ./)
14:25:24	57524/57524	---M--	200	added ('OK')	image/jpeg	etag:%225fdc8c74-e0b4%22	./uploads/weblink/project-4.jpg	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/project-4.jpg	(from ./)
14:25:24	43560/43560	---M--	200	added ('OK')	image/jpeg	etag:%225fdc8c74-aa28%22	./uploads/weblink/project-5.jpg	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/project-5.jpg	(from ./)
14:25:24	83517/83517	---M--	200	added ('OK')	image/jpeg	etag:%225fdc8c74-1463d%22	./uploads/weblink/project-3.jpg	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/project-3.jpg	(from ./)
14:25:25	35282/35282	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:25%20GMT	./du-an.html	D:/DienLanh/DIENLANH/sanpham/du-an.html	(from ./)
14:25:25	34684/34684	---M--	200	added ('OK')	image/jpeg	etag:%225fdc8c74-877c%22	./uploads/weblink/project-7.jpg	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/project-7.jpg	(from ./)
14:25:25	63696/63696	---M--	200	added ('OK')	image/jpeg	etag:%225fdc8c74-f8d0%22	./uploads/weblink/project-6.jpg	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/project-6.jpg	(from ./)
14:25:25	78697/78697	---M--	200	added ('OK')	image/jpeg	etag:%225fdc8c75-13369%22	./uploads/weblink/project-8.jpg	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/project-8.jpg	(from ./)
14:25:25	89784/89784	---M--	200	added ('OK')	image/jpeg	etag:%225fdc8c75-15eb8%22	./uploads/weblink/project-9.jpg	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/project-9.jpg	(from ./)
14:25:26	90100/90100	---M--	200	added ('OK')	image/jpeg	etag:%225fdc8c74-15ff4%22	./uploads/weblink/project-10.jpg	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/project-10.jpg	(from ./)
14:25:26	84477/84477	---M--	200	added ('OK')	image/jpeg	etag:%225fdc8c74-149fd%22	./uploads/weblink/project-11.jpg	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/project-11.jpg	(from ./)
14:25:26	59202/59202	---M--	200	added ('OK')	image/jpeg	etag:%225fdc8c74-e742%22	./uploads/weblink/project-12.jpg	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/project-12.jpg	(from ./)
14:25:27	44385/44385	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:26%20GMT	./mdv.html	D:/DienLanh/DIENLANH/sanpham/mdv.html	(from ./)
14:25:27	18830/18830	---M--	200	added ('OK')	image/png	etag:%22669b6981-498e%22	./uploads/product/brand/m9.png	D:/DienLanh/DIENLANH/sanpham/uploads/product/brand/m9.png	(from ./)
14:25:27	44493/44493	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:27%20GMT	./alaska-1721461973.html	D:/DienLanh/DIENLANH/sanpham/alaska-1721461973.html	(from ./)
14:25:28	21071/21071	---M--	200	added ('OK')	image/png	etag:%22669b6981-524f%22	./uploads/product/brand/m6.png	D:/DienLanh/DIENLANH/sanpham/uploads/product/brand/m6.png	(from ./)
14:25:28	44399/44399	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:28%20GMT	./beko.html	D:/DienLanh/DIENLANH/sanpham/beko.html	(from ./)
14:25:28	4797/4797	---M--	200	added ('OK')	image/png	etag:%22669b6981-12bd%22	./uploads/product/brand/m5.png	D:/DienLanh/DIENLANH/sanpham/uploads/product/brand/m5.png	(from ./)
14:25:29	44385/44385	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:28%20GMT	./tcl.html	D:/DienLanh/DIENLANH/sanpham/tcl.html	(from ./)
14:25:29	1153/1153	---M--	200	added ('OK')	image/png	etag:%22669b6981-481%22	./uploads/product/brand/m4.png	D:/DienLanh/DIENLANH/sanpham/uploads/product/brand/m4.png	(from ./)
14:25:29	44427/44427	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:29%20GMT	./asabzo.html	D:/DienLanh/DIENLANH/sanpham/asabzo.html	(from ./)
14:25:29	12212/12212	---M--	200	added ('OK')	image/png	etag:%22669b6981-2fb4%22	./uploads/product/brand/m3.png	D:/DienLanh/DIENLANH/sanpham/uploads/product/brand/m3.png	(from ./)
14:25:30	44427/44427	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:30%20GMT	./comfee.html	D:/DienLanh/DIENLANH/sanpham/comfee.html	(from ./)
14:25:30	8148/8148	---M--	200	added ('OK')	image/png	etag:%22669b6981-1fd4%22	./uploads/product/brand/m%201.png	D:/DienLanh/DIENLANH/sanpham/uploads/product/brand/m%201.png	(from ./)
14:25:31	164458/164458	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:30%20GMT	./daikin.html	D:/DienLanh/DIENLANH/sanpham/daikin.html	(from ./)
14:25:31	3447/3447	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2260dc40d4-d77%22	./uploads/product/brand/daikin.svg	D:/DienLanh/DIENLANH/sanpham/uploads/product/brand/daikin.svg	(from ./)
14:25:32	177421/177421	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:32%20GMT	./mitsubishi-heavy.html	D:/DienLanh/DIENLANH/sanpham/mitsubishi-heavy.html	(from ./)
14:25:33	43585/43585	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225fdb5b80-aa41%22	./uploads/product/brand/mitsubishi-heavy.svg	D:/DienLanh/DIENLANH/sanpham/uploads/product/brand/mitsubishi-heavy.svg	(from ./)
14:25:33	87627/87627	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:33%20GMT	./panasonic.html	D:/DienLanh/DIENLANH/sanpham/panasonic.html	(from ./)
14:25:33	14122/14122	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225fdb5b80-372a%22	./uploads/product/brand/panasonic.svg	D:/DienLanh/DIENLANH/sanpham/uploads/product/brand/panasonic.svg	(from ./)
14:25:34	56279/56279	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:34%20GMT	./toshiba.html	D:/DienLanh/DIENLANH/sanpham/toshiba.html	(from ./)
14:25:34	2607/2607	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225fdb5b80-a2f%22	./uploads/product/brand/toshiba.svg	D:/DienLanh/DIENLANH/sanpham/uploads/product/brand/toshiba.svg	(from ./)
14:25:35	50160/50160	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:35%20GMT	./khoi-dau.html	D:/DienLanh/DIENLANH/sanpham/khoi-dau.html	(from ./)
14:25:36	55588/55588	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:35%20GMT	./bi-quyet-tre-mai-hanh-phuc-va-thanh-cong.html	D:/DienLanh/DIENLANH/sanpham/bi-quyet-tre-mai-hanh-phuc-va-thanh-cong.html	(from ./)
14:25:36	205995/205995	---M--	200	added ('OK')	image/jpeg	etag:%2267a06409-324ab%22	./uploads/news/02_2025/54.jpg	D:/DienLanh/DIENLANH/sanpham/uploads/news/02_2025/54.jpg	(from ./)
14:25:36	7126/7126	---M--	200	added ('OK')	image/png	etag:%225fdb5b63-1bd6%22	./uploads/weblink/footer-logo.png	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/footer-logo.png	(from ./)
14:25:36	158598/158598	---M--	200	added ('OK')	image/jpeg	etag:%226783d563-26b86%22	./uploads/news/01_2025/B%c3%ad%20quy%e1%ba%bft%20h%e1%ba%a1nh%20Ph%c3%bac.jpg	D:/DienLanh/DIENLANH/sanpham/uploads/news/01_2025/B%c3%ad%20quy%e1%ba%bft%20h%e1%ba%a1nh%20Ph%c3%bac.jpg	(from ./)
14:25:36	10135/10135	---M--	200	added ('OK')	image/png	etag:%225fe55323-2797%22	./uploads/weblink/icon_phone.png	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/icon_phone.png	(from ./)
14:25:36	4479/4479	---M--	200	added ('OK')	image/png	etag:%225fe55323-117f%22	./uploads/weblink/icon_sms.png	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/icon_sms.png	(from ./)
14:25:36	5954/5954	---M--	200	added ('OK')	image/png	etag:%225fe55323-1742%22	./uploads/weblink/icon_zalo.png	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/icon_zalo.png	(from ./)
14:25:37	4102/4102	---M--	200	added ('OK')	image/png	etag:%225fe55323-1006%22	./uploads/weblink/icon_fb.png	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/icon_fb.png	(from ./)
14:25:37	4/4	---M--	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:37%20GMT	./ajax	D:/DienLanh/DIENLANH/sanpham/ajax.html	(from ./)
14:25:37	145285/145285	---M--	200	added ('OK')	image/jpeg	etag:%22679dee01-23785%22	./uploads/page/logo-loc-thien-phat.jpg	D:/DienLanh/DIENLANH/sanpham/uploads/page/logo-loc-thien-phat.jpg	(from ./bang-gia.html)
14:25:38	6450/6450	---M--	200	added ('OK')	image/png	etag:%225fe193ea-1932%22	./uploads/weblink/zalo-icon.png	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/zalo-icon.png	(from ./gioi-thieu.html)
14:25:38	210526/210526	---M--	200	added ('OK')	image/jpeg	etag:%225fdc4b8e-3365e%22	./uploads/page/1.jpg	D:/DienLanh/DIENLANH/sanpham/uploads/page/1.jpg	(from ./gioi-thieu.html)
14:25:38	10297/10297	---M--	200	added ('OK')	image/png	etag:%225fe193f9-2839%22	./uploads/weblink/facebook-icon.png	D:/DienLanh/DIENLANH/sanpham/uploads/weblink/facebook-icon.png	(from ./gioi-thieu.html)
14:25:39	37469/37469	---M-Z	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:38%20GMT	./dich-vu.html	D:/DienLanh/DIENLANH/sanpham/dich-vu.html	(from ./dien-lanh-cong-nghiep.html)
14:25:39	65392/65392	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:39%20GMT	./may-lanh-cong-nghiep-tu-dung-giai-phap-lam-mat-hieu-qua-cho-khong-gian-lon.html	D:/DienLanh/DIENLANH/sanpham/may-lanh-cong-nghiep-tu-dung-giai-phap-lam-mat-hieu-qua-cho-khong-gian-lon.html	(from ./dien-lanh-cong-nghiep.html)
14:25:40	58554/58554	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:39%20GMT	./5-dau-hieu-may-lanh-chiller-cong-ty-nhua-dang-can-sua-chua-ngay.html	D:/DienLanh/DIENLANH/sanpham/5-dau-hieu-may-lanh-chiller-cong-ty-nhua-dang-can-sua-chua-ngay.html	(from ./dien-lanh-cong-nghiep.html)
14:25:40	60894/60894	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:40%20GMT	./chiller-ung-dung-tuyet-voi-trong-nganh-san-xuat-nhua.html	D:/DienLanh/DIENLANH/sanpham/chiller-ung-dung-tuyet-voi-trong-nganh-san-xuat-nhua.html	(from ./dien-lanh-cong-nghiep.html)
14:25:43	55273/55273	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:40%20GMT	./dich-vu-sua-chua-may-nen-chiller-loi-ich-khi-thue-tho-chuyen-nghiep.html	D:/DienLanh/DIENLANH/sanpham/dich-vu-sua-chua-may-nen-chiller-loi-ich-khi-thue-tho-chuyen-nghiep.html	(from ./dien-lanh-cong-nghiep.html)
14:25:44	144050/144050	---M--	200	added ('OK')	image/jpeg	etag:%22675ad7a3-232b2%22	./uploads/service/12_2024/h%c3%acnh%20%c4%91%e1%ba%a1i%20%c4%91i%e1%bb%87n%20(1).jpg	D:/DienLanh/DIENLANH/sanpham/uploads/service/12_2024/h%c3%acnh%20%c4%91%e1%ba%a1i%20%c4%91i%e1%bb%87n%20(1).jpg	(from ./dien-lanh-cong-nghiep.html)
14:25:44	1475079/1475079	---M--	200	added ('OK')	image/png	etag:%22677a29c8-168207%22	./uploads/service/01_2025/m%c3%a1y%20t%e1%bb%a7%20%c4%91%e1%bb%a9ng%20c%c3%b4ng%20nghi%e1%bb%87p%20%c4%91%e1%ba%a1i%20di%e1%bb%87n.png	D:/DienLanh/DIENLANH/sanpham/uploads/service/01_2025/m%c3%a1y%20t%e1%bb%a7%20%c4%91%e1%bb%a9ng%20c%c3%b4ng%20nghi%e1%bb%87p%20%c4%91%e1%ba%a1i%20di%e1%bb%87n.png	(from ./dien-lanh-cong-nghiep.html)
14:25:45	58169/58169	---MCZ	200	added ('OK')	text/html	date:Tue,%2004%20Feb%202025%2007:25:44%20GMT	./bi-quyet-phat-hien-may-nen-chiller-bi-thieu-gas-cac-dau-hieu-nhan-biet-va-khac-phuc.html	D:/DienLanh/DIENLANH/sanpham/bi-quyet-phat-hien-may-nen-chiller-bi-thieu-gas-cac-dau-hieu-nhan-biet-va-khac-phuc.html	(from ./dien-lanh-cong-nghiep.html)
14:25:45	2097152/2097152	---M--	200	added ('OK')	image/png	etag:%22676cbd5e-200000%22	./uploads/service/12_2024/4%20dai%20dien.png	D:/DienLanh/DIENLANH/sanpham/uploads/service/12_2024/4%20dai%20dien.png	(from ./dien-lanh-cong-nghiep.html)
